Plant ID,index,plot,plant,kind,center.x(m),center.y(m),min_rect_width(m),min_rect_length(m),hover_area(m2),PLA(cm2),centroid.x(m),centroid.y(m),long_axis(m),short_axis(m),orient_deg2xaxis,percentile_height(m)
115,5,S19 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,5,0,-5.874669637,-2.787955831,0.352497806,0.326100242,0.085940127,228.2222222,-5.874654182,-2.782777379,0.417103887,0.257314094,-80.59699716,0.112468144
116,0,S20 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,0,0,4.043005643,-1.820928925,0.379954207,0.341586848,0.086553727,226.1111111,4.045945662,-1.813988799,0.372605315,0.278384272,-35.0727048,0.21853788
117,1,S20 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,1,0,4.364407866,-1.531098992,0.328389285,0.416071679,0.085489895,209.4444444,4.36058582,-1.524231529,0.343663111,0.275944353,-19.76842521,0.112278794
118,2,S20 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,2,0,4.615000798,-1.882646173,0.319546609,0.262471127,0.064447663,219.6666667,4.617517101,-1.885055634,0.322291304,0.235061299,76.65795901,0.215299896
119,3,S20 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,3,0,4.923405978,-1.749446925,0.260245975,0.41628072,0.078975127,160.8888889,4.916079275,-1.75703301,0.453013207,0.243551413,-85.17267198,0.13464416
120,4,S20 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,4,0,5.370014602,-1.928811743,0.38261745,0.463775546,0.123559248,285,5.369277583,-1.913909467,0.526463042,0.284896822,-81.90659977,0.14773761
121,5,S20 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,5,0,5.75865843,-1.733926358,0.453474326,0.351580431,0.116895873,258,5.763161112,-1.740050543,0.499958319,0.29907743,71.4514402,0.14279904
122,0,S21 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,0,0,-5.968664325,-2.951433725,0.360551513,0.269268869,0.067819033,218.6666667,-5.964692188,-2.943010859,0.362024775,0.222368891,49.61285531,0.133247496
123,1,S21 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,1,0,-5.615022739,-2.573297672,0.162891219,0.254875596,0.033753784,138.3333333,-5.615493969,-2.574050693,0.268684097,0.140305796,-82.98577165,0.159214939
124,2,S21 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,2,0,-5.375042363,-2.937797415,0.443726817,0.410432158,0.138604757,330.1111111,-5.382051404,-2.931370538,0.480781052,0.316446554,58.37579789,0.097166738
125,3,S21 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,3,0,-4.909851477,-2.714458538,0.451544376,0.272465423,0.081594326,192.3333333,-4.913912386,-2.714095229,0.463154674,0.220161347,49.22807896,0.201304853
126,4,S21 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,4,0,-4.650580898,-3.00456877,0.314400625,0.305875644,0.067113035,198.3333333,-4.64876443,-3.002489146,0.332292673,0.247759517,70.50449287,0.069626993
127,5,S21 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,5,0,-4.265401833,-2.774555206,0.331343866,0.231713297,0.061501085,225.5555556,-4.26045312,-2.775631642,0.338160654,0.191074433,-81.63233513,0.161748123
128,0,S22 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,0,0,1.978898065,-2.079050482,0.228992608,0.268126359,0.047174683,191.3333333,1.97022429,-2.07829124,0.239536299,0.210287669,-47.75284906,0.167332246
129,1,S22 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,1,0,2.289745501,-1.697653745,0.414826791,0.308970428,0.090379071,257.4444444,2.284250741,-1.707228029,0.426916574,0.251532488,51.5529578,0.142542837
130,2,S22 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,2,0,2.508434351,-2.043592596,0.160398085,0.24030182,0.028361735,104.2222222,2.500782795,-2.041474661,0.246107252,0.14533787,-24.98472397,0.122769052
131,3,S22 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,3,0,2.825870129,-1.956782982,0.528126444,0.398689753,0.154901628,333.6666667,2.828355017,-1.951404307,0.568485335,0.338591325,-70.49487513,0.088314846
132,4,S22 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,4,0,3.163404051,-2.194450756,0.337290692,0.279411542,0.071147733,200.4444444,3.168704319,-2.188677651,0.312265329,0.248848135,35.11838979,0.154373063
133,5,S22 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,5,0,3.308808172,-1.862606337,0.302764688,0.330552976,0.069654076,168.5555556,3.314969176,-1.859789746,0.387988029,0.250004108,-33.52168074,0.124472489
134,0,S23 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,0,0,0.940623329,-1.805776982,0.359037607,0.332079491,0.088072818,232.5555556,0.932074856,-1.80351511,0.341609896,0.308103769,62.21494279,0.180961428
135,1,S23 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,1,0,1.292388939,-1.454143354,0.490480956,0.28428676,0.105146914,266.3333333,1.292441577,-1.452233109,0.4962136,0.249688601,48.3344834,0.145353588
136,2,S23 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,2,0,1.564457028,-1.879643436,0.365784849,0.373066626,0.097833165,217.1111111,1.562606569,-1.88054722,0.382676634,0.296162732,-52.73055847,0.124416892
137,3,S23 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,3,0,2.000222956,-1.598413601,0.284208556,0.281934676,0.065050248,204.8888889,2.004170957,-1.598568221,0.301319642,0.224511488,35.21684904,0.203981515
138,4,S23 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,4,0,2.300893589,-1.805191134,0.306038085,0.235242476,0.052522185,120.6666667,2.301066551,-1.806514558,0.347211287,0.187973891,54.67278927,0.073558139
139,5,S23 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,5,0,2.651274535,-1.616516539,0.281641217,0.419772343,0.085346865,235.7777778,2.647997594,-1.612221591,0.448988778,0.216701547,-75.62149576,0.19999078
140,0,S24 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,0,0,-0.032400199,-1.718479097,0.367915079,0.283940682,0.078624159,266.6666667,-0.037271,-1.726244202,0.380136453,0.231274242,60.96392848,0.147740155
141,1,S24 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,1,0,0.336381075,-1.92854194,0.262212057,0.360477295,0.069685626,166,0.331936497,-1.93253612,0.351633379,0.240738199,-79.9350048,0.12939674
142,2,S24 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,2,0,0.674532873,-1.837991497,0.19880318,0.365951942,0.055231209,166.4444444,0.671904176,-1.84163427,0.321378868,0.178925793,88.31795456,0.207551215
143,3,S24 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,3,0,1.002331165,-1.581151706,0.464586331,0.238934196,0.085641054,250.2222222,0.998710167,-1.586692923,0.437139545,0.202198709,72.38123356,0.11198206
144,4,S24 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,4,0,1.235772941,-1.911378679,0.403460395,0.281192936,0.093463609,249.5555556,1.225990135,-1.896288315,0.445729645,0.254976031,81.04233732,0.168071383
145,5,S24 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,5,0,1.591667057,-1.610637361,0.398226229,0.467669171,0.137556816,275.2222222,1.596969379,-1.613037664,0.505883461,0.307361535,-47.45112435,0.0749973
146,0,S25 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,0,0,3.685072718,-3.19850639,0.424273714,0.492037585,0.155976553,351.2222222,3.67358034,-3.193912431,0.483445286,0.389350772,-50.97069037,0.135167378
147,1,S25 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,1,0,4.018062618,-2.847403608,0.311233715,0.486935502,0.100317538,245.2222222,4.019210534,-2.847561983,0.492628732,0.250506182,-24.98193038,0.081383086
148,2,S25 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,2,0,4.292307184,-3.213944118,0.351839593,0.217267102,0.062911331,177,4.293808258,-3.213107746,0.352187692,0.200306924,15.83862917,0.183898122
149,3,S25 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,3,0,4.66932738,-2.965945001,0.459401636,0.466317757,0.158722272,331,4.671935082,-2.963200613,0.498137319,0.398825499,49.88050086,0.134039246
150,4,S25 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,4,0,4.946635661,-3.287096369,0.229250848,0.380994341,0.060141804,187.3333333,4.948546733,-3.28574443,0.374123164,0.209092342,-23.52138437,0.060213953
151,5,S25 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,5,0,5.20157731,-2.970272058,0.41604936,0.276148862,0.08290595,221.2222222,5.199052547,-2.971210213,0.410430387,0.235931479,28.09585571,0.199620593
152,0,S26 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,0,0,-5.944490492,-2.629194114,0.221623967,0.362034952,0.067475056,185.8888889,-5.938279321,-2.632136136,0.382949784,0.187890051,-61.13584867,0.190252671
153,1,S26 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,1,0,-5.622843448,-2.293034136,0.335080593,0.410659705,0.100416099,226.1111111,-5.630564109,-2.281491957,0.42767344,0.30059851,-64.52363956,0.159563496
154,2,S26 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,2,0,-5.369306389,-2.710096918,0.414905976,0.307183558,0.092486165,242.7777778,-5.367684359,-2.709344181,0.396902963,0.267258362,56.90961515,0.134293904
155,3,S26 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,3,0,-4.979659095,-2.50274007,0.330806972,0.390648638,0.093465437,269.6666667,-4.976271103,-2.503852772,0.373505858,0.296773409,-9.183335653,0.124988093
156,4,S26 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,4,0,-4.670235558,-2.743394662,0.536963554,0.281818219,0.100795645,291.3333333,-4.676900527,-2.740868504,0.510519868,0.227638785,56.78465001,0.138141747
157,5,S26 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,5,0,-4.290641564,-2.417977968,0.27450508,0.356452536,0.074622293,215.8888889,-4.291389473,-2.418916558,0.335143924,0.248563007,-74.6265454,0.154157011
158,0,S27 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,0,0,-5.029419649,-2.237427994,0.260997148,0.315224894,0.058373901,221.8888889,-5.016304219,-2.236880764,0.322344935,0.215921425,2.0303504,0.164511906
159,1,S27 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,1,0,-4.773139194,-1.864426339,0.336198013,0.442507242,0.116363252,260.6666667,-4.777556508,-1.865761553,0.414699462,0.328819724,-47.01201145,0.161417209
160,2,S27 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,2,0,-4.441088592,-2.296075911,0.372848558,0.403795945,0.112108458,213.2222222,-4.440609896,-2.293476848,0.421203472,0.337872825,39.86197114,0.176920773
161,3,S27 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,3,0,-4.14504516,-1.923434481,0.401475549,0.339725077,0.100023646,269.7777778,-4.14689337,-1.92887563,0.391687906,0.285190081,84.92985488,0.141188088
162,4,S27 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,4,0,-3.918445421,-2.325960384,0.401360383,0.404540922,0.115683832,281.5555556,-3.916590425,-2.324026736,0.371576586,0.338340646,-66.49034311,0.150769457
163,5,S27 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,5,0,-3.550451421,-1.970778146,0.395429762,0.514304362,0.152618359,336.2222222,-3.537445537,-1.973769337,0.581496352,0.31540604,-57.70988225,0.119533741
164,0,S28 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,0,0,1.576769949,-2.620437363,0.355948948,0.456799266,0.117079168,281.5555556,1.577199291,-2.625616471,0.463301396,0.275463336,-22.22369233,0.117297576
165,1,S28 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,1,0,1.910452825,-2.344396846,0.366207404,0.372260327,0.103610218,237.5555556,1.914562813,-2.350932557,0.421675452,0.268015349,45.14733949,0.159543896
166,2,S28 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,2,0,2.288768719,-2.627724731,0.312649585,0.458518359,0.110536128,230.6666667,2.279097415,-2.620884308,0.496441201,0.289890812,-60.52041758,0.173118144
167,3,S28 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,3,0,2.658521385,-2.334684472,0.259612253,0.27460467,0.057331337,211.5555556,2.665825287,-2.331827456,0.267059286,0.224269127,-64.46712453,0.19966623
168,4,S28 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,4,0,2.878430842,-2.716325454,0.279172799,0.338153537,0.070616632,189.5555556,2.876518795,-2.716061349,0.34855949,0.241810518,78.54382458,0.098061327
169,5,S28 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,5,0,3.259250056,-2.453290778,0.350158376,0.399223951,0.107577587,240.7777778,3.261638298,-2.447919299,0.457384408,0.311462178,-19.1802475,0.161618147
170,0,S29 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,0,0,-6.099092344,-2.631136648,0.200338714,0.362083932,0.060655165,177.3333333,-6.102631535,-2.628934664,0.370266584,0.192276474,-52.04425857,0.108713197
171,1,S29 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,1,0,-5.780313234,-2.362583007,0.306571228,0.3092102,0.074762188,193.7777778,-5.784715469,-2.357426947,0.310686943,0.274558975,-6.811698291,0.120887174
172,2,S29 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,2,0,-5.490693198,-2.632671171,0.372423686,0.310031525,0.084156247,188.1111111,-5.497707841,-2.631749612,0.390445948,0.244921075,44.75937402,0.072395618
173,3,S29 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,3,0,-5.053428588,-2.327883797,0.452917584,0.349306345,0.121833334,273.3333333,-5.051575047,-2.3239622,0.439118434,0.288186452,33.27587408,0.096259158
174,4,S29 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,4,0,-4.865496984,-2.758128756,0.297774251,0.268632591,0.066013082,193.7777778,-4.86406628,-2.756650923,0.283595123,0.271697788,63.53874744,0.211974875
175,5,S29 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,5,0,-4.549904332,-2.380839821,0.351687321,0.319526154,0.084062336,185.1111111,-4.554323005,-2.385453093,0.389022085,0.264610617,60.66259621,0.232194215
176,0,S30 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,0,0,3.236884722,-2.820902586,0.322102277,0.365615795,0.091939446,226.8888889,3.244257113,-2.816552001,0.393177898,0.294951671,-56.23347386,0.189221882
177,1,S30 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,1,0,3.578492096,-2.475681337,0.291420862,0.384697868,0.084274727,240.8888889,3.576953907,-2.475411739,0.354176669,0.272967199,-10.3979477,0.106068188
178,2,S30 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,2,0,3.9086079,-2.774088338,0.267273708,0.317798474,0.065968086,206.1111111,3.90765493,-2.771381391,0.286904839,0.226920149,-45.34142661,0.192997272
179,3,S30 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,3,0,4.304345263,-2.521750837,0.228745329,0.261445632,0.044728769,129.8888889,4.306835912,-2.521195988,0.239366722,0.211814131,78.28590913,0.156682606
180,4,S30 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,4,0,4.509377609,-2.873032011,0.318770562,0.291288665,0.066570572,199.8888889,4.509102159,-2.873819613,0.278132554,0.264857534,73.7842603,0.208369947
181,5,S30 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,5,0,4.794551867,-2.542639886,0.330007557,0.398462706,0.098243498,257.2222222,4.800610007,-2.539921772,0.402467221,0.281484023,-29.66565691,0.115739008
182,0,S31 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,0,0,1.695152192,-1.963845579,0.298133286,0.467597465,0.104774744,291.4444444,1.687497885,-1.967060729,0.446112132,0.243784261,88.93807226,0.146491872
183,1,S31 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,1,0,2.072290623,-1.689925548,0.372653887,0.321863631,0.088552917,238.7777778,2.074756506,-1.686873336,0.368422997,0.291193919,36.12260962,0.0656032
184,2,S31 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,2,0,2.366431729,-1.907047352,0.306864524,0.293570099,0.072513651,203.5555556,2.370260451,-1.899240125,0.349607318,0.244471378,52.96368888,0.086797827
185,3,S31 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,3,0,2.725972386,-1.864678347,0.398083847,0.285095524,0.082786326,212.6666667,2.721937285,-1.876546661,0.427263814,0.249683782,72.78437768,0.131236436
186,4,S31 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,4,0,3.006004876,-2.039967265,0.344320124,0.380482509,0.085704495,224.2222222,3.004724361,-2.043878856,0.371951344,0.315503545,-54.09038973,0.093033736
187,5,S31 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,5,0,3.261546672,-1.749108602,0.273616612,0.248454672,0.056506145,182.3333333,3.264669807,-1.751871177,0.269828828,0.224130788,-34.70737806,0.221837365
188,0,S32 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,0,0,0.027840014,-1.98063758,0.453521047,0.453174724,0.14887802,313.8888889,0.021743918,-1.96047177,0.461475236,0.36051177,-61.5540872,0.07546515
189,1,S32 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,1,0,0.302047879,-1.675024522,0.211690286,0.158106987,0.026288407,97.11111111,0.305300734,-1.671628935,0.242373405,0.135335814,28.95789036,0.068450261
190,2,S32 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,2,0,0.527243056,-2.020516971,0.175133502,0.225105131,0.030721144,104.3333333,0.524437432,-2.020738088,0.229389649,0.149590974,-84.39181259,0.098376699
191,3,S32 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,3,0,0.82011948,-1.876605592,0.170794304,0.210273181,0.0269277,76.88888889,0.817471411,-1.875256559,0.177022649,0.143252753,-73.48711465,0.096561558
192,4,S32 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,4,0,1.077880086,-1.833669584,0.284314307,0.198790618,0.039089586,117.1111111,1.069024389,-1.834115524,0.315860513,0.154993073,85.86094157,0.066704143
193,5,S32 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,5,0,1.255664794,-2.109474459,0.237094942,0.23136977,0.045877482,181.6666667,1.256411506,-2.104914957,0.236811381,0.195813991,35.76515966,0.119636823
194,6,S32 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,6,0,1.587841652,-1.752638672,0.256292566,0.314194926,0.059835791,202.8888889,1.585838952,-1.752648764,0.315826815,0.216612075,-60.62144891,0.056904045
195,0,S33 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,0,0,-4.255337512,-2.529805285,0.15955006,0.122996515,0.015165836,63.88888889,-4.260275715,-2.532133305,0.153500202,0.116464714,42.51410447,0.077129278
196,1,S33 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,1,0,-4.010249008,-2.17725692,0.295460044,0.33385487,0.074259949,206.4444444,-4.011210006,-2.17320482,0.379679668,0.237875454,37.07078679,0.043452558
197,2,S33 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,2,0,-3.810730281,-2.475026977,0.425404745,0.159825609,0.0559108,163.7777778,-3.81576241,-2.474217495,0.423817757,0.140330395,86.29026264,0.064908026
198,3,S33 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,3,0,-3.530236086,-2.369964802,0.098487256,0.164885248,0.011419477,62.55555556,-3.531036162,-2.366322869,0.152403022,0.088041706,84.49420689,0.09722911
199,4,S33 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,4,0,-3.22555828,-2.39618697,0.123979431,0.137702745,0.015861874,74.44444444,-3.224528096,-2.392851128,0.143439511,0.12436728,-49.52551024,0.065951123
200,5,S33 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,5,0,-2.970080872,-2.288365549,0.085830809,0.11716048,0.007334156,44.22222222,-2.969667685,-2.289578736,0.115487683,0.082338142,-15.53190635,0.049882874
201,6,S33 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,6,0,-2.775793822,-2.255928706,0.093999031,0.115184109,0.007156133,39.11111111,-2.773612154,-2.257826798,0.112442439,0.08102658,-28.85214814,0.07508223
202,0,S34 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,0,0,2.654489519,-2.415403575,0.232104364,0.139473252,0.02715768,104.2222222,2.652426367,-2.415986068,0.22832835,0.133147676,44.01733673,0.188167669
203,1,S34 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,1,0,2.935210038,-2.075728535,0.257963031,0.262565291,0.051687761,163.8888889,2.939591026,-2.070206517,0.260300668,0.213655351,8.122016025,0.119188862
204,2,S34 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,2,0,3.074853948,-2.451856172,0.241943543,0.11871977,0.023232637,90.77777778,3.072402083,-2.455090985,0.239573107,0.098025017,45.16575479,0.091405259
205,3,S34 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,3,0,3.335468335,-2.253202025,0.201227689,0.205495533,0.03129193,106.7777778,3.331174384,-2.251308234,0.207992884,0.172092477,-19.40244041,0.049002979
206,4,S34 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,4,0,3.637639091,-2.245413202,0.105030265,0.190716703,0.016185355,81.77777778,3.637610316,-2.247354791,0.186723416,0.094092517,-78.9481714,0.097764825
207,5,S34 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,5,0,3.903847343,-2.444062306,0.093594915,0.183528514,0.013875403,68.66666667,3.899848669,-2.442480993,0.180064287,0.090066186,-82.24057934,0.145705865
208,6,S34 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,6,0,4.049157308,-2.127210626,0.151688698,0.124999299,0.0138478,65.88888889,4.047762322,-2.125054801,0.135980947,0.120158835,5.312044464,0.111916728
209,0,S35 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,0,0,-0.22588467,-2.375715561,0.138452913,0.180238583,0.020250555,86.66666667,-0.228934586,-2.37901178,0.187312636,0.125715123,-3.373444929,0.082273375
210,1,S35 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,1,0,0.053398235,-2.047149273,0.385204267,0.269065844,0.074798293,207.3333333,0.054629794,-2.045200775,0.369534423,0.23339766,73.59183708,0.065033572
211,2,S35 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,2,0,0.16334974,-2.363243756,0.146590687,0.139969225,0.017069259,67.11111111,0.160064564,-2.359698292,0.157051273,0.129666238,78.5641231,0.08128229
212,3,S35 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,3,0,0.454129164,-2.167190234,0.202808224,0.276444371,0.039338619,107.4444444,0.450861902,-2.167534586,0.29963252,0.186898971,-59.63260102,0.064136135
213,4,S35 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,4,0,0.842473987,-2.131647521,0.409449947,0.282026269,0.084856086,231.6666667,0.842698774,-2.127791825,0.403190804,0.235012975,80.77849456,0.107475137
214,5,S35 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,5,0,1.111850481,-2.397235363,0.162650061,0.160444598,0.020458392,87,1.11330502,-2.398257838,0.157985318,0.144542103,-68.81550204,0.090125179
215,6,S35 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,6,0,1.397504371,-2.06537567,0.20781102,0.3651391,0.053593023,191.1111111,1.409639971,-2.074007362,0.328358176,0.180793651,-71.39313242,0.073022348
216,0,S36 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,0,0,-0.241738718,-2.153117506,0.239263688,0.183156925,0.035412526,122,-0.249867671,-2.153074664,0.242970529,0.155770349,29.66332875,0.112523044
217,1,S36 - 00000 - ALLSTEPS-v27-med - MetashapeDenseCloud,1,0,0.156445379,-2.136169053,0.126235102,0.075294259,0.007070836,51.77777778,0.155362806,-2.135177906,0.121448526,0.067071068,20.83288568,0.06899115
